order_id,customer_id,order_date,category,quantity,unit_price,channel,revenue
11010,260,2023-07-02,home,5,21.05,app,105.25
11011,56,2023-04-04,electronics,1,29.33,app,29.33
11012,177,2024-10-15,clothing,2,87.17,app,174.34
11013,100,2024-10-23,electronics,2,29.56,app,59.12
11014,101,2024-02-13,electronics,4,3.39,app,13.56
11015,97,2023-10-20,books,4,13.49,web,53.96
11016,196,2023-12-14,electronics,5,15.99,app,79.95
11017,122,2024-11-13,home,1,4.63,app,4.63
11018,337,2024-02-22,home,5,31.95,web,159.75
11019,186,2023-06-19,electronics,2,68.78,web,137.56
11020,23,2024-05-25,electronics,5,8.22,store,41.1
11021,181,2024-12-12,toys,3,45.17,app,135.51
11022,41,2023-03-13,electronics,3,38.81,web,116.43
11023,61,2024-01-31,toys,2,20.48,app,40.96
11024,56,2024-02-11,clothing,1,31.96,app,31.96
11025,327,2024-07-22,clothing,2,8.92,app,17.84
11026,178,2024-02-26,electronics,2,41.29,web,82.58
11027,1,2023-06-28,books,3,45.28,store,135.84
11028,212,2024-04-02,home,4,24.09,web,96.36
11029,83,2023-05-05,books,4,21.0,app,84.0
11030,296,2024-02-07,toys,5,8.72,app,43.6
11031,389,2023-07-14,clothing,3,35.06,web,105.18
11032,71,2024-12-31,home,2,16.63,web,33.26
11033,115,2024-07-08,home,2,14.74,web,29.48
11034,294,2024-07-07,clothing,2,35.0,web,70.0
11035,261,2023-02-01,home,5,13.05,store,65.25
11036,342,2023-11-28,home,4,9.35,store,37.4
11037,268,2024-05-28,toys,5,39.26,store,196.3
11038,79,2024-01-08,electronics,2,4.92,store,9.84
11039,345,2023-04-13,home,2,29.44,web,58.88
11040,67,2024-02-03,clothing,5,6.14,app,30.7
11041,35,2024-05-09,clothing,4,3.86,app,15.44
11042,388,2024-06-21,toys,1,27.82,web,27.82
11043,241,2023-08-31,electronics,4,21.32,app,85.28
11044,137,2024-03-13,home,1,9.92,web,9.92
11045,106,2024-10-23,books,1,6.52,store,6.52
11046,35,2024-11-30,clothing,1,21.56,app,21.56
11047,231,2023-09-08,books,1,11.31,app,11.31
11048,359,2024-05-22,books,3,30.96,web,92.88
11049,281,2024-10-30,clothing,1,10.37,web,10.37
11050,315,2023-03-26,books,3,11.7,web,35.1
11051,247,2024-03-04,books,1,39.93,app,39.93
11052,5,2024-07-13,electronics,2,7.23,app,14.46
11053,184,2023-07-03,electronics,1,5.13,app,5.13
11054,15,2023-08-27,clothing,2,7.78,web,15.56
11055,34,2024-09-18,books,1,19.96,app,19.96
11056,73,2023-05-30,electronics,3,75.87,app,227.61
11057,367,2023-08-30,books,3,18.57,store,55.71
11058,89,2024-09-06,books,5,8.19,app,40.95
11059,187,2024-04-03,books,4,8.47,web,33.88
11060,362,2024-04-26,electronics,3,22.84,app,68.52
11061,280,2024-02-16,electronics,3,4.11,app,12.33
11062,55,2023-10-25,clothing,1,3.65,app,3.65
11063,191,2024-08-04,home,3,19.24,app,57.72
11064,318,2023-08-23,books,3,33.37,app,100.11
11065,184,2023-07-30,books,2,34.05,app,68.1
11066,90,2023-12-16,home,2,21.69,web,43.38
11067,266,2023-04-29,toys,4,42.84,app,171.36
11068,169,2024-04-16,clothing,4,14.14,store,56.56
11069,212,2024-10-31,books,2,12.15,web,24.3
11070,52,2024-06-16,toys,4,15.78,app,
11071,374,2023-09-07,electronics,2,20.83,web,41.66
11072,380,2023-04-10,books,3,369.69,web,1109.07
11073,126,2024-04-11,clothing,5,14.05,store,70.25
11074,121,2024-02-06,books,4,18.98,store,75.92
11075,71,2024-10-02,toys,3,66.02,web,198.06
11076,242,2024-01-06,clothing,3,25.62,app,76.86
11077,83,2023-03-29,home,3,4.29,web,12.87
11078,254,2024-10-24,books,1,65.06,app,65.06
11079,390,2023-08-24,electronics,1,21.31,app,21.31
11080,75,2024-07-24,toys,5,1.7,web,8.5
11081,94,2023-03-31,clothing,5,11.87,web,59.35
11082,38,2024-12-06,home,5,9.24,store,46.2
11083,130,2024-11-07,books,2,11.25,web,22.5
11084,364,2023-03-21,electronics,3,15.99,web,47.97
11085,7,2024-11-20,clothing,4,29.31,web,117.24
11086,263,2024-08-10,books,2,45.32,app,90.64
11087,159,2024-10-26,toys,4,46.66,app,186.64
11088,131,2023-07-13,books,3,59.28,web,177.84
11089,72,2023-10-14,books,5,14.01,web,70.05
11090,344,2024-01-19,home,5,3.09,app,15.45
11091,340,2024-01-02,books,5,2.22,web,11.1
11092,17,2024-06-21,electronics,5,30.55,web,152.75
11093,238,2024-11-01,books,1,15.67,app,15.67
11094,172,2024-10-03,clothing,4,54.48,store,217.92
11095,3,2024-10-12,electronics,1,23.83,store,23.83
11096,126,2023-09-17,clothing,4,4.04,app,16.16
11097,78,2023-02-09,toys,5,10.14,web,50.7
11098,315,2023-06-04,electronics,5,23.16,store,115.8
11099,185,2023-06-06,books,2,6.75,web,13.5
11100,330,2024-07-29,books,4,54.82,app,219.28
11101,400,2023-11-13,clothing,5,11.56,store,57.8
11102,166,2023-10-21,clothing,1,12.71,store,12.71
11103,230,2024-07-10,toys,3,4.56,app,13.68
11104,902,2023-03-23,toys,1,83.95,store,83.95
11105,69,2023-10-27,books,2,14.06,web,28.12
11106,23,2023-11-08,books,5,20.75,web,103.75
11107,194,2023-06-25,books,1,8.86,app,8.86
11108,202,2023-09-15,clothing,4,11.99,store,47.96
11109,384,2024-09-03,books,5,21.03,web,105.15
11110,188,2024-05-26,home,5,23.26,web,116.3
11111,184,2023-09-27,clothing,1,26.07,store,26.07
11112,206,2024-10-04,electronics,5,36.92,store,184.6
11113,184,2023-04-21,home,3,28.63,web,85.89
11114,371,2024-10-09,books,5,25.44,store,127.2
11115,255,2024-04-19,toys,4,9.72,app,38.88
11116,329,2023-06-28,home,4,13.73,web,54.92
11117,64,2024-09-28,clothing,3,6.16,app,18.48
11118,362,2023-05-10,electronics,1,11.02,web,11.02
11119,901,2024-03-10,clothing,2,23.14,app,46.28
11120,395,2024-03-20,clothing,3,22.67,web,68.01
11121,909,2024-12-29,home,1,27.94,app,27.94
11122,288,2023-07-04,home,1,53.36,app,53.36
11123,277,2024-10-04,toys,1,5.75,store,5.75
11124,28,2023-05-11,clothing,4,3.69,web,14.76
11125,117,2023-07-22,clothing,5,13.32,app,66.6
11126,325,2023-02-27,books,5,53.5,store,267.5
11127,149,2023-09-19,clothing,3,52.12,app,156.36
11128,256,2024-06-23,books,3,19.28,web,57.84
11129,242,2023-06-18,electronics,1,13.09,app,13.09
11130,240,2023-03-23,books,3,20.27,app,60.81
11131,153,2024-02-26,clothing,2,40.3,web,80.6
11132,365,2023-02-04,electronics,2,8.82,store,17.64
11133,103,2024-05-02,books,4,10.41,web,41.64
11134,318,2024-07-10,electronics,3,17.75,store,53.25
11135,11,2024-07-09,clothing,4,40.27,app,161.08
11136,346,2023-04-06,books,5,32.08,web,160.4
11137,313,2024-02-06,clothing,1,3.4,app,3.4
11138,906,2023-09-14,home,5,32.14,app,160.7
11139,50,2023-04-27,clothing,2,16.26,app,32.52
11140,332,2023-05-25,books,4,27.36,web,109.44
11141,128,2023-07-26,clothing,4,13.84,web,55.36
11142,103,2024-07-12,toys,5,24.52,web,122.6
11143,85,2023-12-25,clothing,5,17.07,app,85.35
11144,297,2023-04-03,books,2,10.64,web,21.28
11145,389,2023-08-08,home,3,8.96,app,26.88
11146,269,2023-06-05,clothing,5,14.11,app,70.55
11147,110,2023-03-08,toys,1,5.84,web,5.84
11148,165,2024-10-06,electronics,4,11.54,app,46.16
11149,100,2024-10-15,toys,5,12.71,app,63.55
11150,29,2023-03-13,clothing,3,37.68,app,113.04
11151,317,2024-01-31,clothing,3,27.96,app,83.88
11152,44,2024-09-25,home,3,82.29,app,246.87
11153,268,2024-03-23,electronics,4,4.3,web,17.2
11154,177,2023-09-27,books,1,13.39,app,13.39
11155,30,2023-04-13,electronics,2,44.09,web,88.18
11156,125,2023-04-07,clothing,1,20.48,app,20.48
11157,32,2024-10-30,clothing,5,13.81,app,69.05
11158,260,2024-04-24,toys,4,7.8,app,31.2
11159,276,2024-09-26,books,2,28.66,app,57.32
11160,369,2024-12-14,clothing,4,19.09,web,76.36
11161,119,2023-11-01,books,4,12.55,app,50.2
11162,73,2024-06-07,home,2,36.85,app,73.7
11163,196,2023-06-19,electronics,3,98.57,web,295.71
11164,336,2024-05-18,electronics,2,8.08,web,16.16
11165,234,2024-08-10,books,2,26.22,store,52.44
11166,390,2024-02-10,toys,4,18.37,app,73.48
11167,37,2024-03-08,clothing,1,27.65,web,27.65
11168,297,2023-12-14,clothing,2,47.3,web,94.6
11169,274,2024-09-05,electronics,5,51.3,store,256.5
11170,101,2024-01-21,books,1,11.04,app,11.04
11171,86,2024-01-04,toys,3,4.36,web,13.08
11172,158,2023-10-25,clothing,4,15.26,app,61.04
11173,133,2024-10-16,electronics,3,15.33,web,45.99
11174,139,2023-04-04,home,3,1.82,app,5.46
11175,298,2024-06-16,electronics,1,36.98,web,36.98
11176,38,2023-11-25,clothing,3,10.8,web,32.4
11177,309,2023-10-05,electronics,1,15.78,web,15.78
11178,206,2023-12-04,home,1,10.42,store,10.42
11179,72,2024-07-13,toys,2,13.93,web,27.86
11180,277,2023-10-05,books,4,45.65,app,182.6
11181,155,2023-09-14,home,1,17.59,web,17.59
11182,55,2024-12-26,toys,1,89.77,web,89.77
11183,243,2023-11-28,home,3,27.2,web,81.6
11184,132,2024-08-15,home,4,28.82,web,115.28
11185,117,2023-11-07,clothing,1,13.97,app,13.97
11186,198,2024-12-15,electronics,1,15.67,app,15.67
11187,215,2023-11-20,books,4,37.56,web,150.24
11188,290,2023-10-13,books,5,42.51,store,212.55
11189,203,2024-06-22,books,4,20.35,web,81.4
11190,221,2024-08-25,clothing,2,25.67,app,51.34
11191,236,2023-07-22,books,3,14.7,app,44.1
11192,383,2024-11-18,clothing,5,19.61,web,98.05
11193,42,2023-09-15,clothing,2,17.63,web,35.26
11194,274,2024-10-19,electronics,1,16.97,web,16.97
11195,16,2024-01-25,electronics,4,36.65,app,146.6
11196,107,2024-03-07,clothing,4,15.8,app,63.2
11197,327,2023-08-13,toys,5,9.94,web,49.7
11198,150,2023-05-26,clothing,3,13.26,store,39.78
11199,12,2023-05-05,toys,4,13.08,store,52.32
11200,212,2023-04-21,toys,3,23.4,web,70.2
11201,181,2024-06-07,clothing,4,10.52,web,42.08
11202,383,2024-04-05,clothing,4,40.46,store,161.84
11203,389,2024-03-25,clothing,1,13.26,store,13.26
11204,115,2024-11-10,books,5,57.7,web,288.5
11205,339,2024-11-24,electronics,3,16.79,app,50.37
11206,213,2024-01-07,books,3,25.09,store,75.27
11207,223,2024-07-04,books,1,36.41,store,36.41
11208,48,2023-03-28,books,2,43.77,app,87.54
11209,345,2024-03-07,electronics,1,27.16,web,27.16
11210,250,2023-11-30,home,5,133.93,app,669.65
11211,394,2023-08-06,books,3,16.49,app,49.47
11212,323,2023-10-24,clothing,1,4.92,web,4.92
11213,193,2023-06-20,books,2,15.99,app,31.98
11214,354,2024-01-25,books,4,31.06,app,124.24
11215,132,2024-02-02,books,4,23.66,app,94.64
11216,356,2023-04-25,clothing,4,7.28,app,29.12
11217,48,2023-12-20,books,5,12.55,store,62.75
11218,139,2023-09-11,toys,5,8.6,web,43.0
11219,359,2023-11-11,clothing,3,9.67,app,29.01
11220,10,2024-10-19,clothing,4,15.26,app,61.04
11221,359,2023-12-07,books,1,23.89,web,23.89
11222,17,2024-05-03,home,1,9.18,app,9.18
11223,272,2023-06-29,books,2,9.9,app,19.8
11224,264,2024-12-05,home,2,29.04,app,58.08
11225,24,2023-11-22,books,3,8.29,web,24.87
11226,346,2023-09-08,home,5,8.0,app,40.0
11227,36,2023-02-28,toys,3,95.46,web,286.38
11228,352,2024-09-16,books,3,10.79,app,32.37
11229,909,2024-02-28,electronics,3,3.82,app,11.46
11230,278,2023-05-12,home,1,6.1,app,6.1
11231,384,2024-02-25,clothing,5,3.34,web,16.7
11232,258,2023-08-07,books,2,61.54,web,123.08
11233,908,2024-05-12,clothing,5,15.52,web,77.6
11234,329,2023-06-05,toys,4,7.15,store,28.6
11235,281,2024-06-14,toys,4,25.76,store,103.04
11236,913,2023-06-05,books,5,64.7,web,323.5
11237,200,2024-05-17,clothing,1,14.34,app,14.34
11238,200,2023-08-23,clothing,4,60.73,app,242.92
11239,352,2024-08-16,books,1,12.57,web,12.57
11240,279,2024-02-08,electronics,5,6.42,app,32.1
11241,60,2023-05-05,electronics,2,69.96,store,139.92
11242,127,2024-10-01,electronics,2,9.24,web,18.48
11243,242,2024-10-13,clothing,4,10.46,web,41.84
11244,7,2023-09-15,books,3,37.76,store,113.28
11245,211,2023-10-30,clothing,5,16.92,app,84.6
11246,97,2023-02-08,home,2,15.06,web,30.12
11247,98,2024-05-12,electronics,4,13.42,web,53.68
11248,370,2023-12-13,books,1,9.65,app,9.65
11249,117,2023-04-26,books,5,19.01,app,95.05
11250,371,2024-05-01,clothing,1,24.29,web,24.29
11251,221,2023-07-08,electronics,2,13.75,app,27.5
11252,383,2023-07-14,clothing,4,25.87,web,103.48
11253,301,2024-11-13,clothing,4,22.87,web,91.48
11254,171,2024-07-08,clothing,1,22.42,web,22.42
11255,15,2023-05-08,electronics,2,13.1,store,26.2
11256,368,2024-03-06,toys,2,12.22,web,24.44
11257,292,2023-12-23,books,4,22.12,web,88.48
11258,56,2023-05-13,clothing,2,6.3,app,12.6
11259,386,2023-04-08,clothing,1,167.29,web,167.29
11260,202,2024-09-30,toys,2,2.2,app,4.4
11261,13,2023-04-07,clothing,4,10.5,web,42.0
11262,123,2024-03-26,clothing,2,24.81,web,49.62
11263,355,2024-12-27,clothing,5,29.49,app,147.45
11264,173,2023-10-29,clothing,4,8.37,store,33.48
11265,334,2024-04-23,clothing,2,9.77,web,19.54
11266,167,2023-12-08,clothing,4,17.11,web,68.44
11267,56,2024-04-21,clothing,5,5.55,app,27.75
11268,81,2023-08-14,home,5,6.29,store,31.45
11269,364,2023-08-09,clothing,1,33.16,app,33.16
11270,75,2024-03-01,electronics,2,31.62,app,63.24
11271,386,2023-05-18,clothing,4,16.6,web,66.4
11272,119,2024-03-01,clothing,1,30.44,web,30.44
11273,902,2024-04-05,clothing,3,17.72,web,53.16
11274,40,2024-12-18,clothing,3,8.85,web,26.55
11275,227,2023-07-25,books,1,6.51,app,6.51
11276,15,2023-04-17,electronics,1,27.1,app,27.1
11277,106,2023-08-09,clothing,4,9.59,app,38.36
11278,353,2024-08-14,electronics,3,31.41,app,94.23
11279,78,2023-11-22,books,1,12.88,web,12.88
11280,368,2023-05-27,toys,1,46.5,app,46.5
11281,244,2023-07-08,books,3,7.65,app,22.95
11282,300,2024-08-14,books,5,6.61,web,33.05
11283,149,2024-11-19,electronics,2,19.39,store,38.78
11284,910,2023-05-17,books,3,12.45,app,37.35
11285,341,2024-03-11,books,1,18.51,store,18.51
11286,376,2024-12-19,books,2,15.51,app,31.02
11287,61,2023-03-20,books,1,10.89,app,10.89
11288,111,2023-05-24,toys,2,13.27,web,26.54
11289,347,2024-01-04,clothing,4,2.85,store,11.4
11290,277,2023-03-21,electronics,3,54.16,store,162.48
11291,159,2024-02-28,toys,1,9.84,web,9.84
11292,192,2024-05-27,home,1,23.3,app,23.3
11293,181,2023-10-10,electronics,2,3.11,web,6.22
11294,231,2024-11-03,books,5,8.09,app,40.45
11295,202,2024-10-04,electronics,2,20.08,store,40.16
11296,188,2024-06-20,clothing,2,69.76,web,139.52
11297,136,2024-01-31,clothing,1,23.41,app,23.41
11298,186,2023-04-14,home,4,25.51,web,
11299,74,2023-07-18,clothing,1,11.03,app,11.03
11300,79,2024-12-10,books,1,16.16,web,16.16
11301,284,2024-02-14,books,3,13.93,store,41.79
11302,398,2023-12-01,clothing,4,20.86,web,83.44
11303,88,2024-06-21,books,4,44.0,web,176.0
11304,377,2023-07-18,books,4,12.32,store,49.28
11305,258,2023-09-05,books,1,16.65,app,16.65
11306,393,2023-10-29,home,3,11.9,app,35.7
11307,163,2024-10-03,clothing,1,13.25,app,13.25
11308,285,2023-12-24,books,3,40.39,store,121.17
11309,225,2023-03-12,books,5,23.33,app,116.65
11310,905,2023-12-26,clothing,1,21.04,web,21.04
11311,25,2023-08-28,clothing,5,14.75,web,73.75
11312,25,2023-12-28,clothing,5,8.18,app,40.9
11313,357,2024-11-11,clothing,5,28.48,app,142.4
11314,23,2023-09-14,clothing,1,31.93,web,31.93
11315,375,2023-08-07,electronics,4,33.04,web,132.16
11316,39,2023-12-30,clothing,2,16.13,web,32.26
11317,47,2023-03-26,electronics,1,8.77,app,8.77
11318,137,2023-06-26,home,1,27.27,web,27.27
11319,300,2023-03-04,home,1,38.76,web,38.76
11320,238,2024-10-26,electronics,3,31.97,web,95.91
11321,375,2024-07-12,books,2,8.75,app,17.5
11322,260,2023-05-24,home,1,22.09,store,22.09
11323,246,2023-09-24,clothing,2,3.45,web,6.9
11324,236,2023-04-19,books,3,47.74,app,143.22
11325,168,2024-07-20,books,2,18.74,app,37.48
11326,264,2023-05-03,books,4,19.18,store,76.72
11327,903,2024-05-02,electronics,1,56.46,web,56.46
11328,902,2024-03-08,toys,2,10.23,store,20.46
11329,46,2024-07-10,clothing,1,18.04,app,18.04
11330,188,2024-09-19,clothing,2,8.25,store,16.5
11331,245,2024-11-04,toys,5,4.96,app,24.8
11332,296,2023-09-20,books,4,20.55,web,82.2
11333,124,2024-08-24,home,1,19.81,web,19.81
11334,909,2023-06-02,home,1,3.01,web,
11335,172,2023-05-17,electronics,1,29.47,web,29.47
11336,118,2024-10-11,toys,5,15.9,store,79.5
11337,322,2024-10-27,clothing,1,30.02,app,30.02
11338,243,2024-05-17,books,1,19.85,web,19.85
11339,374,2023-09-23,books,3,37.96,app,113.88
11340,44,2023-11-19,electronics,3,41.61,web,124.83
11341,23,2024-08-17,home,2,19.29,web,38.58
11342,389,2023-07-11,books,3,34.41,store,103.23
11343,184,2024-01-31,books,3,33.31,store,99.93
11344,90,2023-11-03,clothing,1,6.39,web,6.39
11345,307,2023-06-03,clothing,3,8.12,app,24.36
11346,919,2024-03-09,books,5,7.33,web,36.65
11347,920,2024-05-28,electronics,5,27.97,app,139.85
11348,398,2023-07-13,clothing,4,9.34,web,37.36
11349,65,2024-05-14,books,1,3.24,web,3.24
11350,351,2024-11-04,clothing,4,7.34,app,29.36
11351,52,2024-10-28,books,2,12.11,web,24.22
11352,148,2024-10-31,books,1,23.75,web,23.75
11353,74,2023-11-15,toys,4,46.26,web,185.04
11354,147,2024-05-24,books,1,35.23,app,35.23
11355,103,2024-06-28,books,3,18.96,web,56.88
11356,370,2024-12-13,books,3,8.49,web,25.47
11357,912,2024-01-29,electronics,3,3.31,web,9.93
11358,72,2024-09-13,books,2,11.14,web,22.28
11359,54,2024-02-21,toys,3,13.08,web,39.24
11360,68,2024-08-29,electronics,1,17.81,web,17.81
11361,234,2023-09-29,clothing,5,33.64,app,168.2
11362,364,2023-03-24,electronics,4,28.14,web,112.56
11363,308,2023-10-11,electronics,1,17.72,web,17.72
11364,175,2023-09-23,clothing,5,11.96,web,59.8
11365,396,2024-08-15,clothing,5,4.86,web,24.3
11366,223,2024-05-30,books,4,8.67,web,34.68
11367,324,2024-04-20,books,1,7.6,app,7.6
11368,207,2023-06-13,books,4,130.86,web,523.44
11369,275,2024-05-26,home,1,81.12,app,81.12
11370,156,2024-05-23,clothing,4,6.01,web,24.04
11371,22,2024-11-13,home,2,22.52,web,45.04
11372,253,2023-08-06,books,5,5.58,web,27.9
11373,120,2024-05-28,clothing,4,19.67,web,78.68
11374,228,2023-03-26,clothing,5,11.11,app,55.55
11375,269,2024-06-29,home,3,14.68,app,44.04
11376,187,2024-08-23,clothing,1,38.14,web,38.14
11377,65,2024-07-26,electronics,1,22.15,web,22.15
11378,333,2023-12-14,books,5,32.98,web,164.9
11379,72,2023-11-28,home,5,24.58,web,122.9
11380,54,2023-02-25,home,2,9.15,app,18.3
11381,131,2023-12-20,toys,5,5.76,app,28.8
11382,25,2024-06-18,clothing,2,12.94,app,25.88
11383,146,2024-12-17,electronics,3,12.92,web,38.76
11384,313,2023-04-17,books,3,10.82,web,32.46
11385,326,2024-02-27,books,1,9.36,app,9.36
11386,189,2023-07-23,electronics,2,17.34,store,34.68
11387,76,2023-10-22,clothing,3,47.32,web,141.96
11388,903,2024-08-02,books,1,3.06,web,3.06
11389,340,2023-03-13,electronics,3,6.08,app,18.24
11390,3,2023-03-11,books,3,20.27,app,60.81
11391,251,2023-07-01,toys,1,3.72,store,3.72
11392,390,2023-07-28,home,3,5.18,app,15.54
11393,384,2024-07-29,books,1,89.34,web,89.34
11394,165,2023-08-10,home,4,25.79,app,103.16
11395,253,2024-11-10,toys,3,139.15,web,
11396,255,2024-12-15,home,2,4.19,app,8.38
11397,302,2024-08-03,books,5,87.17,web,435.85
11398,389,2024-01-01,electronics,5,5.76,store,28.8
11399,193,2024-08-11,home,2,33.66,web,67.32
11400,26,2023-05-26,electronics,3,2.88,app,8.64
11401,298,2024-10-06,books,2,20.75,app,41.5
11402,391,2023-09-23,electronics,5,21.95,web,109.75
11403,360,2023-12-09,books,5,11.49,app,
11404,11,2024-10-21,books,5,5.4,app,27.0
11405,364,2023-05-09,books,4,13.14,app,52.56
11406,61,2023-04-12,electronics,5,19.92,web,99.6
11407,906,2024-04-09,clothing,3,6.55,web,19.65
11408,306,2024-12-19,toys,4,13.94,web,55.76
11409,53,2024-10-29,electronics,2,15.63,web,31.26
11410,42,2024-12-23,clothing,4,23.61,app,94.44
11411,115,2023-12-09,electronics,5,4.6,web,23.0
11412,95,2024-04-06,clothing,3,10.22,web,30.66
11413,2,2024-08-25,electronics,4,18.93,web,75.72
11414,368,2023-06-09,home,2,11.96,app,23.92
11415,53,2024-10-05,electronics,1,6.83,web,6.83
11416,913,2024-09-12,books,2,34.77,app,69.54
11417,109,2023-03-28,clothing,1,35.7,app,35.7
11418,237,2024-01-03,clothing,5,30.04,app,150.2
11419,288,2023-11-26,clothing,4,12.27,web,49.08
11420,125,2024-08-13,books,4,13.95,app,55.8
11421,189,2023-12-15,clothing,2,44.65,app,89.3
11422,319,2024-11-13,toys,4,31.23,web,124.92
11423,27,2023-11-30,clothing,1,45.21,store,45.21
11424,150,2024-01-05,electronics,5,17.59,app,87.95
11425,326,2023-08-04,toys,4,26.78,app,107.12
11426,137,2024-09-14,clothing,2,27.97,app,55.94
11427,25,2024-01-09,clothing,5,52.15,web,260.75
11428,78,2024-01-11,electronics,3,2.66,web,7.98
11429,280,2024-06-21,books,3,18.14,app,54.42
11430,399,2024-07-20,clothing,3,35.26,app,105.78
11431,95,2024-05-21,clothing,2,42.16,web,84.32
11432,214,2023-05-25,books,3,11.45,app,34.35
11433,100,2024-11-12,clothing,1,22.46,app,22.46
11434,381,2024-09-01,electronics,1,29.62,web,29.62
11435,372,2024-06-29,home,4,44.86,app,179.44
11436,162,2024-02-23,electronics,4,21.86,web,87.44
11437,16,2024-07-13,toys,1,20.2,web,20.2
11438,251,2024-06-10,clothing,2,13.24,web,26.48
11439,259,2023-08-22,home,4,40.33,web,161.32
11440,255,2023-12-26,books,1,44.47,app,44.47
11441,123,2023-02-22,books,5,37.9,web,189.5
11442,10,2023-02-03,home,2,29.77,app,59.54
11443,14,2024-01-26,home,2,20.01,store,40.02
11444,322,2024-07-11,clothing,4,10.28,app,41.12
11445,220,2024-07-30,books,4,9.1,app,36.4
11446,112,2024-08-30,clothing,2,37.48,app,74.96
11447,378,2023-11-06,clothing,1,40.69,store,40.69
11448,365,2024-02-15,home,3,20.01,app,60.03
11449,337,2024-08-24,clothing,2,20.0,web,40.0
11450,257,2023-02-24,home,2,19.5,web,39.0
11451,254,2024-04-10,clothing,3,42.9,web,128.7
11452,219,2023-11-01,home,1,30.12,store,30.12
11453,76,2023-09-21,home,4,11.65,app,46.6
11454,300,2024-03-06,books,4,24.71,web,98.84
11455,215,2023-09-28,home,2,4.63,web,9.26
11456,226,2024-03-20,clothing,3,10.03,store,30.09
11457,284,2024-05-23,clothing,4,4.06,app,16.24
11458,154,2024-01-24,books,5,8.29,web,41.45
11459,291,2024-03-10,home,4,8.93,app,35.72
11460,103,2023-11-04,electronics,5,3.11,web,15.55
11461,357,2023-03-19,electronics,1,42.01,store,42.01
11462,911,2023-09-26,books,2,10.95,app,21.9
11463,245,2024-02-22,home,5,12.7,web,63.5
11464,158,2023-10-12,books,2,8.26,web,16.52
11465,119,2023-03-03,clothing,4,25.85,app,103.4
11466,369,2024-01-24,toys,1,49.63,app,49.63
11467,135,2024-02-18,clothing,5,24.98,web,124.9
11468,336,2024-10-06,home,2,21.72,app,43.44
11469,169,2024-11-11,electronics,4,3.39,web,13.56
11470,363,2024-03-13,electronics,4,15.16,store,60.64
11471,179,2023-04-06,books,4,27.6,app,110.4
11472,239,2024-08-06,home,2,42.92,web,85.84
11473,51,2024-01-05,clothing,1,26.71,web,26.71
11474,904,2024-03-24,books,5,87.38,web,436.9
11475,233,2024-07-27,toys,3,9.18,web,27.54
11476,256,2024-04-21,clothing,4,9.18,app,36.72
11477,52,2023-11-28,home,2,22.35,store,44.7
11478,285,2024-09-14,electronics,5,45.7,app,228.5
11479,176,2023-10-10,home,4,51.99,store,207.96
11480,175,2024-04-30,clothing,4,3.23,store,12.92
11481,196,2024-03-11,electronics,4,17.96,app,71.84
11482,222,2024-08-27,electronics,1,35.23,web,35.23
11483,332,2024-09-21,clothing,3,34.46,app,
11484,142,2023-07-14,clothing,2,25.84,web,51.68
11485,364,2024-09-29,electronics,2,15.36,store,30.72
11486,46,2024-03-18,books,3,1.45,web,4.35
11487,219,2023-08-09,books,1,85.2,web,85.2
11488,280,2024-04-06,electronics,4,26.83,web,107.32
11489,901,2024-12-08,toys,2,8.12,web,16.24
11490,165,2024-04-07,home,3,12.69,app,38.07
11491,280,2023-05-25,books,4,20.26,web,81.04
11492,325,2024-01-13,home,1,24.05,app,24.05
11493,344,2023-06-29,clothing,2,5.41,web,10.82
11494,379,2023-08-03,electronics,2,7.44,app,14.88
11495,143,2024-06-05,home,1,24.54,app,24.54
11496,348,2023-04-22,electronics,4,10.36,store,41.44
11497,395,2024-09-29,books,1,3.96,store,3.96
11498,194,2024-10-25,home,1,8.73,web,8.73
11499,286,2023-06-10,home,5,16.28,app,81.4
11500,134,2023-09-07,books,4,4.43,web,17.72
11501,106,2023-09-16,clothing,2,60.82,web,121.64
11502,115,2023-03-08,home,4,42.54,web,170.16
11503,22,2023-03-27,home,5,34.23,store,171.15
11504,239,2024-07-05,electronics,2,17.68,app,35.36
11505,356,2023-12-20,electronics,1,6.12,store,6.12
11506,119,2023-07-11,electronics,3,8.4,web,25.2
11507,14,2024-01-28,electronics,3,47.39,store,142.17
11508,117,2023-07-22,home,2,8.72,app,17.44
11509,319,2024-03-20,electronics,3,16.02,web,48.06
11510,185,2023-06-05,toys,2,13.04,web,26.08
11511,317,2023-06-12,books,2,14.51,app,29.02
11512,90,2024-09-08,electronics,2,14.87,web,29.74
11513,265,2023-08-13,books,1,13.59,web,13.59
11514,302,2023-08-21,clothing,2,11.46,store,22.92
11515,334,2024-07-13,electronics,5,12.74,app,63.7
11516,283,2023-11-11,toys,5,13.92,web,69.6
11517,376,2023-04-18,electronics,5,7.73,web,38.65
11518,52,2024-07-23,home,2,5.36,app,10.72
11519,228,2023-02-03,electronics,4,12.23,app,48.92
11520,186,2023-12-09,clothing,1,8.16,store,8.16
11521,920,2023-10-31,clothing,1,15.6,app,15.6
11522,227,2024-05-09,home,4,7.0,store,28.0
11523,283,2024-03-12,clothing,2,3.62,app,7.24
11524,379,2024-03-14,electronics,5,52.65,app,263.25
11525,59,2024-10-17,electronics,2,9.91,app,19.82
